,Crime ID,Month,LSOA code,Crime type,Ward
3468,ba9f9621ce5678f5be2f25a207d1292cbb0afaedf16b7ee6b37f7daf1e52298e,2013-01,E01000296,Burglary,West Finchley
3484,a9935541901a57749866f320f2bb030af184843f1b686e7f293a467ef0b81d55,2013-01,E01000298,Burglary,West Finchley
3485,fa8c9b3a328853cda89bc6f77089d50322347660a9b02a91e21948389f198b0e,2013-01,E01000298,Burglary,West Finchley
3486,e8cac6695ba65b6cf87a8c155a485fdc58acb6b20e7c4c07254bb375c79fea4a,2013-01,E01000298,Burglary,West Finchley
3501,a7ac69ff529ac69f785e05a4dc2772d58f257eee3abc83c2353cc19a6c6c4720,2013-01,E01000125,Burglary,Burnt Oak
3523,50b65c4b1526eb1764bb481d248ff0095ea243e266903d106e8cf40dc335c010,2013-01,E01000127,Burglary,Burnt Oak
3529,60119a4ae887649d6033e14f7a1667b2e409d54023986feadc16babd5c9c92cc,2013-01,E01000128,Burglary,Burnt Oak
3530,3733caaa40b31c159b961bb292d7d03b8f5ff89fba121638965ee56543132cd4,2013-01,E01000128,Burglary,Burnt Oak
3531,a26cb2cc39892c36d2e00d3324d8097c1e5cb5fd51897e5da84ef33276d6bd3e,2013-01,E01000128,Burglary,Burnt Oak
3532,883c0b2c56b151490e551a71fca4da8702a3f79fd63e4413a02c405b4dfe9988,2013-01,E01000128,Burglary,Burnt Oak
3560,75351d22b839cbc38e5e5ce0c6ba14d799f70c0ee0f3792dd59ba0b6846361dc,2013-01,E01000129,Burglary,Burnt Oak
3561,0597e854eff65132f687af28e2b8c96c24144d8a213603096ceec923cedb32d6,2013-01,E01000129,Burglary,Burnt Oak
3562,8aea4a61662439f22e98cb4f3de139e1099299c58d14105169b60052bb0390c9,2013-01,E01000129,Burglary,Burnt Oak
3587,6fdf7b1a4982f3cdbbc11ac05dd023cd2802c0b5445c34d055b11d107e3fa240,2013-01,E01000131,Burglary,Burnt Oak
3592,aa7b37b623aeb2193c7b03a91ad9b48b427d48fc21e419d29189c2fe70c434c2,2013-01,E01000134,Burglary,Burnt Oak
3605,96c8ef841f98c2b2cbe2c0b6c5e1ffea1c6b06456934290f34d1a7deb66afd35,2013-01,E01000198,Burglary,Finchley Church End
3606,11f5ed65a47c9c0b3720fa062545d35c52bd404a6b903426adffd197a3c8a70b,2013-01,E01000198,Burglary,Finchley Church End
3607,f9aa3dfc80bc1d65c6699fae85c02d9e25f314c1bc36a2e49a5d0a720ddc077c,2013-01,E01000198,Burglary,Finchley Church End
3621,5a12bd4848a0beb589af6b8751c095acc67beba13cd275c9df7a19f07f5ef02a,2013-01,E01000199,Burglary,Finchley Church End
3622,f7c07c6171169fee688e71d52b5e2fdf670e74bfd8a37f65025ce906662fa686,2013-01,E01000199,Burglary,Finchley Church End
3629,d2adea54b23b50cfb0ba920ecba7723d8e04f5b0980661b5b6a1da687f2977a3,2013-01,E01000204,Burglary,Finchley Church End
3630,e52540f48928efc45a4a956d076733ef83797e481b921f49d58b715e928fc9e0,2013-01,E01000204,Burglary,Finchley Church End
3631,db0ea7e0c7b747e8087656292f83754451c635caecbe6b2302f558f2a90c34c3,2013-01,E01000204,Burglary,Finchley Church End
3641,09933d6b3a6032b767f5377c47830f3eac8f1c7acd293b0b04e2c378bb7ccb06,2013-01,E01000259,Burglary,Mill Hill
3642,ece0c3e584bfbfcd4755457297dab5e810f61d3d872982f85542f4ea8ddd41d0,2013-01,E01000259,Burglary,Mill Hill
3643,e5af0a255ba0e7a020b01b5821a07e04ad9386e3dfca469caf6edff40597d3fd,2013-01,E01000259,Burglary,Mill Hill
3644,84a0e0bc7b4e2654de1b6e6b4634ab69b13cde911c9814d8ccf405ef66fc3cab,2013-01,E01000259,Burglary,Mill Hill
3645,90ef50ac0e8c0b0c7f739f2830c9cbe72296e8d17caf10692d00d1daff312373,2013-01,E01000259,Burglary,Mill Hill
3658,01c939006199acf9f86021bd1f7e08695b5aa146dfc9046be8b891f64f78a6ce,2013-01,E01000260,Burglary,Mill Hill
3659,82b781da06c2dc0214fefb5ad6bbfe6cf52dc8fcb4bdef9097bb22bb1fdf77f7,2013-01,E01000260,Burglary,Mill Hill
3681,3e492dc69979b2780a713442804dcdd743235bcd6dbffa5e97fc839701ea3c6f,2013-01,E01000151,Burglary,Colindale
3682,371e5c9f2ba508cda26e5a3a7e1052860f77b05d2aa5802345a9caa930d06af1,2013-01,E01000151,Burglary,Colindale
3683,cf10111b4440c048b7450b4a23660c3de39a8317fe1000042f39d7450e48026f,2013-01,E01000151,Burglary,Colindale
3684,68864b626d5a230920888e6942b33e6eadd50dfedf5597455c93174f2bba8dd8,2013-01,E01000151,Burglary,Colindale
3685,6aef0a7e048e5acf52781412bdcc041fd6c8d3b00b7cb9521ee358b1a0b1f78e,2013-01,E01000151,Burglary,Colindale
3697,235555c3030fd1b892252bab864d6148d986c5a1a761b6f9e6f4e99db2218436,2013-01,E01000152,Burglary,Colindale
3729,55ff7d77d4ff5e384ede9ab54bafa716c88748b6f5ea926812aca05e0afc9b1f,2013-01,E01000176,Burglary,East Finchley
3730,00b01e6c7368e10e1d544ddeceebc02823ecc5ed871f98bdadd6ea338b25f6c0,2013-01,E01000176,Burglary,East Finchley
3741,2940fd5cb0e69af15fefd64e2e407ff637506fbee111f6a0377a1ee7eff263a7,2013-01,E01000178,Burglary,East Finchley
3752,5df4b50d3e3a615c88b5f7ae5797cc7b6c32cf9a7587b5d5afa613123ac3a52f,2013-01,E01000184,Burglary,East Finchley
3757,607e765b103ed084c51353c88aa932d745e848f0d51b0bb0a5cffc0e9a946085,2013-01,E01000297,Burglary,West Finchley
3758,aad3551134509507df5c348cc9f19298acf08b8c28217ac93411cf66d097bd7d,2013-01,E01000297,Burglary,West Finchley
3759,74004fe162338dc3725ca0080245dc6aba7179c0c84d0724b8acc30a77a2a2ab,2013-01,E01000297,Burglary,West Finchley
3767,9ae77dff092b6fe6b33c541edc90e4b6261f0db2e4110319fd41c7f37aaddd32,2013-01,E01000316,Burglary,Woodhouse
3768,2cef2193df1475ef9a9a5585a9205494230bb3266721f67875fc70a58211f145,2013-01,E01000316,Burglary,Woodhouse
3769,b8eead45f6f326ad62d9176b1a136f35b0e492e9bb90998c404d0b31d2b848d6,2013-01,E01000316,Burglary,Woodhouse
3770,4e9cfcb1ff38006a191d9e73e0b68c37a81ca5ffb1095437276b28b56342fec0,2013-01,E01000316,Burglary,Woodhouse
3771,9123d0a0575f8ebf614d87e778e74c91d85a38425686b361c51054a5e51573ce,2013-01,E01000316,Burglary,Woodhouse
3803,514701c6076d542a922a8748a5c8ca7ae188f828406bba340ebbc657dc78cf75,2013-01,E01000319,Burglary,Woodhouse
3829,f7a82fdf4acb9064d5d11fc1feecb3dbd5bc3f59aef4d48d626950480f3cd8b4,2013-01,E01000200,Burglary,Finchley Church End
3830,04311f2b08bad297acdef17ad8649a59733bfed600c6c3d9a65f3d3ac89aba69,2013-01,E01000200,Burglary,Finchley Church End
3839,1ef101a86b2482402c9b9fb578cff6bf835dcfb3be5eb893cd6231d4684a238f,2013-01,E01000201,Burglary,Finchley Church End
3856,11d974385ea68cbbfba3576ec8f34f46d3b8b9a4c750c3176033c39eb09c20ec,2013-01,E01000202,Burglary,Finchley Church End
3857,665e6362dbbec06694a143fe8943e7adcd7b4827826442b4318589bdb23954d7,2013-01,E01000202,Burglary,Finchley Church End
3858,ff4827f09651f7180fc5199e6238a72e9e76e747e32d70a1d72f4daa7433353c,2013-01,E01000202,Burglary,Finchley Church End
3868,e1659885b39496c867edf12d9c1525c443c72df37206372095facabbf612ce88,2013-01,E01000203,Burglary,Finchley Church End
3876,c4ce9c643d81483a63b48f410d3e39fd4ddef17e2ec31aeeb4325ba4ff14e1fa,2013-01,E01000177,Burglary,East Finchley
3877,251b86721f4ce27eb8fec99ce0684119d28111258b23e74f2af99b4bbf279a08,2013-01,E01000177,Burglary,East Finchley
3878,0d6218d8510ecc3b867d1433925301c9caf425b073bf54e8ad60f76d2e53d7f4,2013-01,E01000177,Burglary,East Finchley
3879,c991b0712ed204ea65ac5a67e575ef4429d3b51c009842f44d44cf2fddb30fd2,2013-01,E01000177,Burglary,East Finchley
3892,e1bdc47e67a46c6e5310dfe97d5a475e4f619534a7afc5801af3679856143fb8,2013-01,E01000179,Burglary,East Finchley
3916,39a10c7f327cb78bfc0ad4eb2bf132f17cd16119a5ac1faa0b9928aa94dda98e,2013-01,E01000182,Burglary,East Finchley
3917,25bc3206642a9144ebdbea64a93e1a01db78b67c23523e86dea9127898c1ce78,2013-01,E01000182,Burglary,East Finchley
3935,c8ffc542bc183d7efb9d783d90f9de2e58606e1c2fc0ba37cca6e110923184ef,2013-01,E01000147,Burglary,Colindale
3936,97106a14747411b108262773af012b6b988fd3b889ff4139efbb67e15fea3513,2013-01,E01000147,Burglary,Colindale
3952,4af25981da66dee0a3ba85f773d89d73bed137d4fc9d05a8261e487264edfd67,2013-01,E01000148,Burglary,Colindale
3953,2f09948e6f600cb1fe093cf3bf2c32812f175e4c1f081529599a71b8b47a838a,2013-01,E01000148,Burglary,Colindale
3960,8a82c3eda7f4e9ecc688c2e558fb8dc3db57f91fd613b72e49074884227019de,2013-01,E01000155,Burglary,Colindale
3961,4802a5e33e2b1b72513125106fa78129a8bffd67453b4ee421af4f99b0056df6,2013-01,E01000155,Burglary,Colindale
3988,c1110c7e59144746e58002abc44a24505ce3c9d35e98f840ee53add8cda65a66,2013-01,E01033572,Burglary,Colindale
3989,12114af297bfbc06e63a1f0a4dc74c5a54342214ef9d0c0d66a15f5b9247f019,2013-01,E01033572,Burglary,Colindale
3990,8a5a8f8942b74997065209b26212d3a0f2eb4fe203bff8bce82f66b541419c1b,2013-01,E01033572,Burglary,Colindale
3991,c38435dd063ecbb447bf7cde4c809fa5d88c15d6584e09471acdf75e3ef00094,2013-01,E01033572,Burglary,Colindale
3992,43d89517e64a19b50d9fc0d9b743b3cc55453e7aaadae6bf379c2f70ead4e0c1,2013-01,E01033572,Burglary,Colindale
4011,7915c8d37d9d016c8b0041adb2f1b2bf15975f7a89a28af7718dfc0114fec533,2013-01,E01033573,Burglary,Colindale
4040,b4845d0f996021388a579c6f092c9902f75f02fb74b3ac65ca1267edaf77b1a4,2013-01,E01000240,Burglary,Hendon
4041,4207af93501914c7ed2b4b59931606a943978cafc6b056c114f5f6509f078e81,2013-01,E01000240,Burglary,Hendon
4051,d1f49921f0b9bf30dd272082e523dc42ca098f256f96ff4d540f560d97b49ebe,2013-01,E01000241,Burglary,Hendon
4071,ee68a3982fcf758d00d5f99ea7ec988dda78375a165841aaac066e459e79bd4c,2013-01,E01000237,Burglary,Hendon
4072,47b94491e96df1f784f71ccaf44745bc2ba31c7e49b9c12f62fdbec5314dfa13,2013-01,E01000237,Burglary,Hendon
4073,a73ce3a4e99c4b8662e93f10c43b57219d5ccf6d2f452dd8e9ab49f791adbc19,2013-01,E01000237,Burglary,Hendon
4074,f34da3902d4061541cec8e6477ced72fcc3b8e4de2697d2f6a7dfb478d051b2f,2013-01,E01000237,Burglary,Hendon
4096,f7cdd6889caf1a2a84461783087eabd406af9a1167490398e5fc596c535ca682,2013-01,E01000242,Burglary,Hendon
4097,cba232f452a99bb77eb4b9130ca9b52cade79e07d35d690ea04d3d23fc251418,2013-01,E01000242,Burglary,Hendon
4107,0f55e9e06886cdd52bd40162c696ace3bc715ddf9b3995ead6f785eaf4b99168,2013-01,E01000243,Burglary,Hendon
4108,c4110ab4e3ef527318c63ecb27df6b1aa9003e38ecd419d29dd688e7cc2075b4,2013-01,E01000243,Burglary,Hendon
4140,5086855efc0e716fbc5386df7b7606d10df1daf821a268ae5a3fc89da815a1a8,2013-01,E01000245,Burglary,Hendon
4141,995d46d2fc75a3ad22891e6ee122b629a5eb4f10e103bb890381d7a8e5602f7c,2013-01,E01000245,Burglary,Hendon
4142,d392f4b56bbe4c371136f28d727fbc05ce2ced3130bb92c2af5d96f3d3be7d17,2013-01,E01000245,Burglary,Hendon
4168,25380cda114304335a64493f22304af914e6e9ee157694714af4ebc56bed0334,2013-01,E01000314,Burglary,West Hendon
4169,1e6e4e36c4ee030c21f4cdb65946f80c71ed8c953be5d472039f3af7d0e22641,2013-01,E01000314,Burglary,West Hendon
4170,2e45a4bdcfaa6a1bee5e11629c00ec3d82fd418fafadade224cc4ffc4d3cfb11,2013-01,E01000314,Burglary,West Hendon
4194,ca6fe915197dae2e9b17f2c05caf509d4109385f02dbcc5e1ff3dab2ac6a2544,2013-01,E01000183,Burglary,East Finchley
4203,fa2a55b2e5da7ee6fef8e68050b2ab780d9b55b1aefd705e43d4420b9908eab2,2013-01,E01000206,Burglary,Garden Suburb
4209,9467d15586cbad1f19584e33e5734fca089db7b645651cb215ffab361c2fd33a,2013-01,E01000207,Burglary,Garden Suburb
4234,f91ec5196d7886858afc28a699244ece44391c23900f78ebea9eb85f5745ec10,2013-01,E01000210,Burglary,Garden Suburb
4235,e83d2f844c06f5482219e40be5721eacaa39dc18eb87441022ba6f3bdc27f1a1,2013-01,E01000210,Burglary,Garden Suburb
4246,73b7106aa4356be554d039c82877618521d7d8ddb42af5ef61c335dadaeb76db,2013-01,E01000236,Burglary,Hendon
4247,dab1983b2f4348effe2e8125542e04206945522155772679529783ab0337a182,2013-01,E01000236,Burglary,Hendon
4259,986a72dd514fad0e3719b8c6964fa15f8150bcf75bbcb655e48f16c913631ce8,2013-01,E01000238,Burglary,Hendon
4260,4124eef69a7c2503a45646ab3e5ab22caeeb3df63be37dae2b24bc8a1bc41a0f,2013-01,E01000238,Burglary,Hendon
4261,7a76d0aee9107387172303b1e95d9083cbc69cd983e30b7b58d0f8ce12ccc8a6,2013-01,E01000238,Burglary,Hendon
4262,d749f201c17679c719c1ee344f6dba18cb680783e4434e0e816dbf1d1e66865e,2013-01,E01000238,Burglary,Hendon
4263,f041cbca89c7ae5500384d2b3274f73df8cc8c743bcf45b368dc950ccca2d57c,2013-01,E01000238,Burglary,Hendon
4271,b792e479a02768a338d0a552a1e6084f0dcd929786000d6675737cddcd9a0c30,2013-01,E01000310,Burglary,West Hendon
4272,1ee42f3bd13cb2d4a93b936ea024d63b4f17c84ef23fd7f643ffdfb5bb1fe2d2,2013-01,E01000310,Burglary,West Hendon
4273,cd56067cf04968a98e020492abc56c5cd23e76847e4b1f78e73dc3a17c627b49,2013-01,E01000310,Burglary,West Hendon
4282,d9cbc0e1eaa959292cb8404abe68e489fe4d48d754d816e5ba74f2238180fb04,2013-01,E01000311,Burglary,West Hendon
4283,f098cb7dbbb3146830692a954e156179dfd9c7387d07c714df68d0fafadda255,2013-01,E01000311,Burglary,West Hendon
4284,dc83d076a7b76b8a105cf1d2cad8fd27d8ba4e7583d364611d1739670d6b5723,2013-01,E01000311,Burglary,West Hendon
4285,a30f35c276e76b1dd0dfbdaa174a50b27cf05174ae28f8196918bf56e6ab1f85,2013-01,E01000311,Burglary,West Hendon
4286,342dc11eceb869070d00c5e2ef10eebac3e222295dde3f11c439d816b1210f1f,2013-01,E01000311,Burglary,West Hendon
4295,347d62c4651d2e28bc29d4c861beae080cad5e7bff53591eab2a78c848c829df,2013-01,E01000205,Burglary,Garden Suburb
4296,b2a35ea9c08a966bb70ca9cc0bf7e69e791fb49c65eb88183567b4fafb987bb4,2013-01,E01000205,Burglary,Garden Suburb
4310,e99e75f7cfa41b5aa25ddab5e9656a827e5215c055acd04bf8d4b81a809abfaf,2013-01,E01000209,Burglary,Garden Suburb
4311,054a256109b89fe29234830ee3feebdc4f26c016dfa455a9bf09c25ec294c322,2013-01,E01000209,Burglary,Garden Suburb
4312,16df4e3db62df4c3cf3becb593f5103002952e4eb97a6ba9305b8d4b2b910f19,2013-01,E01000209,Burglary,Garden Suburb
4322,6a4082d9b4d6c445f2aa41453e7d4d54322db413379852acd77d51a5232cfbab,2013-01,E01000211,Burglary,Garden Suburb
4323,207129666b8fb8bd777aad1aae2ffd39e3f0ee3da2bf7baaef574138236a21be,2013-01,E01000211,Burglary,Garden Suburb
4324,631f81a0b6710dc1b2d98e60fa01b04242d693df5f963638e257bfa0aa3fac71,2013-01,E01000211,Burglary,Garden Suburb
4325,db55c1c4bab16090dca0feca878f27359cdc03b7b6f9149905542adb7002d246,2013-01,E01000211,Burglary,Garden Suburb
4326,b465a53d32d94f1c3a81c1c34e8fdcb65436e3f9429af6ad1e5c6eb971a0b9f7,2013-01,E01000211,Burglary,Garden Suburb
4357,43283cce1f57049dbf6dbc09633508134667fd4f7dbaff68e96f46f0ccec25b0,2013-01,E01000216,Burglary,Golders Green
4358,5d8f8faad40a20c2fd1fa5f535665a1a69ccbc273c8bba20ed53932211e1076e,2013-01,E01000216,Burglary,Golders Green
4365,760a484f15431ab7e02114ffa0af705573470d2dfe5e8673742c6394da93ea90,2013-01,E01000217,Burglary,Golders Green
4366,bf888993892c01e3bb8611d46550d749ad6fdd4608ab03d9161de21758151ee0,2013-01,E01000217,Burglary,Golders Green
4367,81d1ccee51185ca7d1c38d912eb2b3029d2885f041067b4a0dbef417710b6933,2013-01,E01000217,Burglary,Golders Green
4368,d2708b72e8bcaeb2fdfdb403bdd04b2ddd95fe168001ce3c7934dddb517221d6,2013-01,E01000217,Burglary,Golders Green
4379,5b25c6ef791de0b9c482e2e46e10a415b3faf0f4a6dea1f51e7ab8d240d49c8c,2013-01,E01000150,Burglary,Colindale
4380,b15af0bee531826a27be956f68f13b56259fb99a9fd49eb88f7d569bdfd107fc,2013-01,E01000150,Burglary,Colindale
4381,4a8702c483197a1f5a978f986a8ba883cd8277133a2d913c319ae5b82e929467,2013-01,E01000150,Burglary,Colindale
4399,e852910f2295b900c700eca004fe0a7ee8fd61e23af1b6ba451361a93a545754,2013-01,E01000305,Burglary,West Hendon
4406,10ad48c3df23bd0275d944af09908d0aec76591396b2b6bdf2870922b84d1ebb,2013-01,E01000306,Burglary,West Hendon
4407,f74cda4d482de176d5130370c61962d10ab0da8c2e6206a966120f83faf14649,2013-01,E01000306,Burglary,West Hendon
4426,09ca8968412f4a7b2d6d5e47f58badbc66fd02f425726996e6711921c3ea3ed8,2013-01,E01000312,Burglary,West Hendon
4427,379d1d0dd50798deedee11a4af0f10b6d65cad433b6959ac27d0eb6166714ecf,2013-01,E01000312,Burglary,West Hendon
4440,d30f602fbca35d98cd4ed16e864a4e2318494ff9eeef48c2205c27ce489507c9,2013-01,E01000313,Burglary,West Hendon
4454,0613a68f9b849d9d73eaee6ceef571bbd90f840164dad4e818b7e340f054f40d,2013-01,E01000145,Burglary,Childs Hill
4455,c702704159c6837cc46f7e0bbdd822914a2ee07e1ab2db50337d19899fa9a6d2,2013-01,E01000145,Burglary,Childs Hill
4461,d337aaf9942dbf32f9e0f9d89f8d56f9a9124ad62e5a9fd8ad3b4c559aa70203,2013-01,E01000215,Burglary,Golders Green
4467,9775235355c7d656e8cae42e999a9e658d57507f117f9c1cefac8510ce0246a8,2013-01,E01000218,Burglary,Golders Green
4468,fd8f6589ff2df34ef019e4503de3a4b605ef75612ecb2ca76dad438e6b895cab,2013-01,E01000218,Burglary,Golders Green
4469,27fb6e128cf990f24d6e01a80f84d4d2a8b19744684c3294fd770f051d4d90b8,2013-01,E01000218,Burglary,Golders Green
4470,208ead4999e5e015571f52bc02c337b2489f284253603334eb1c24cc0e373c23,2013-01,E01000218,Burglary,Golders Green
4479,0a373deda87d7d67c3f4b6f9a97e00b651d762ad90f31e5ee4ef71affeabdac4,2013-01,E01000219,Burglary,Golders Green
4480,0a373deda87d7d67c3f4b6f9a97e00b651d762ad90f31e5ee4ef71affeabdac4,2013-01,E01000219,Burglary,Golders Green
4481,7f47d04685794f8cfedb32824c38ee177b8b7e72d8aebf7f4223ab7ba88c741d,2013-01,E01000219,Burglary,Golders Green
4482,d8a4dfeb7a4c232164fd3c21a8611297157bb2f306bc3996eefe5d68680b0cf5,2013-01,E01000219,Burglary,Golders Green
4483,75c1a0ac47354ab6418592f84b8ea974d7e204c46068f02f6acb3aa1078bccea,2013-01,E01000219,Burglary,Golders Green
4484,a898294edc079afd09637ef3dc32b0070592ddb69c26d0c63a72e2b9e7ea15f4,2013-01,E01000219,Burglary,Golders Green
4485,f41af7e095f86297e27010ce1b18a87016476805769c8f485d54534ccf84fc81,2013-01,E01000219,Burglary,Golders Green
4510,bebce037036db5cf3d8a6f9e256dd2c21b7671e926a54d7d08e863bc6945781e,2013-01,E01000220,Burglary,Golders Green
4511,9dc6b5e442c6dea3351c58d1f1d8dd104d5f070aa10a4f34b8a88a3838de6c6b,2013-01,E01000220,Burglary,Golders Green
4527,98ce80fc2b805f124d2745c562b2df2e90ffd727328fae1b57f4c1b58f571220,2013-01,E01000135,Burglary,Childs Hill
4534,ed2865711bc63cd11b0638bee0d13f8f5417d89138d13a83ad54d1b0c93b60c1,2013-01,E01000136,Burglary,Childs Hill
4535,248fb2ee73c2b22c464f4840a6b518413097d72ae6c695c850730c98a6e0e755,2013-01,E01000136,Burglary,Childs Hill
4551,7ed04ebd17afceda327be38000c75a2caa87fb2a24bbfae945692955e5bc4928,2013-01,E01000144,Burglary,Childs Hill
4562,4ae3ac001d69bb3ad08fcba0e8c93b1b08097e8e98218cb988a4921553950296,2013-01,E01000146,Burglary,Childs Hill
4563,0d6a3acd8c6d59419c322cfd5dd98bd228ab345f0b3b46f9b3c2a9d2ad51c8a9,2013-01,E01000146,Burglary,Childs Hill
4564,ca62f0770097662acb6a521ec17fabed024e10a4445eb81711c3304109cfb1b3,2013-01,E01000146,Burglary,Childs Hill
4565,fb694d943efae63c1b17c2deeecdb6a44a4f1c3103623b964642d387f8c991da,2013-01,E01000146,Burglary,Childs Hill
4566,5969694ffc5e50e0386b8e15abbabbbb76666ba74c2a96e7450b51af9aead7cb,2013-01,E01000146,Burglary,Childs Hill
4567,0e305320eee3b17d128b303228f534a8ad52abf8117766523be925bde60c5e09,2013-01,E01000146,Burglary,Childs Hill
4618,af14fda131aacfd8fdd124fc53fc1b9385e9bf19cc31b4735d55d484f67b6488,2013-01,E01000141,Burglary,Childs Hill
4619,87ef3b09a43032c4514a7bc28e267b2487c4d5269862339e632bdcc33e334621,2013-01,E01000141,Burglary,Childs Hill
4620,6a4ac6562bebdd7bb0fc7a8be9c12a91a4cedd7d6f62702bad916829d32620fd,2013-01,E01000141,Burglary,Childs Hill
4621,8e727ba28d23bfdc6148ba9528a86edd8166bb92cc5e4104b4dd70717d86e774,2013-01,E01000141,Burglary,Childs Hill
4661,2607aae3980b7480b435cc6e93680916fc08c255e88864a3aff67116f0639048,2013-01,E01000221,Burglary,Golders Green
4662,505d5641e150f3c7542a39a4634b72a5f6d732f7190bbcd0408ed9d8911713c8,2013-01,E01000221,Burglary,Golders Green
4663,367f81bb02ae483100d57c2340b55b9439e33dc3094ab88bc66f779462ca4a58,2013-01,E01000221,Burglary,Golders Green
4664,7f20ac9fb0cd12866ae5c34742214a6ff1c37bc812ef62170db183607a2486a3,2013-01,E01000221,Burglary,Golders Green
4681,91e5451e35d588acf35e0828e42f3f4680fba5fe521be11064b43de9f11f8495,2013-01,E01000223,Burglary,Golders Green
4682,20fdca68eacd28b9a854c1c996a06a8b7435492472cc3cba57aaf4e1ebc7ef4a,2013-01,E01000223,Burglary,Golders Green
4769,80aa673ab82344772fcab35cf807dc435b37ffbcd8e58bdc11071f6d0bacd5b6,2013-01,E01000138,Burglary,Childs Hill
4770,3d385133ea20947730a0ceaa902c8bfacd7e9fe31a151f97b070f878fe88376a,2013-01,E01000138,Burglary,Childs Hill
4771,030b9dd9832e372b68c0134ad5aea88d6ba9680b40b887e42c1e7f1b65e3e4b4,2013-01,E01000138,Burglary,Childs Hill
4795,f45d1b48d349cc37bab890ff3b92c7654fa8259d160a528a335098146e96c567,2013-01,E01000222,Burglary,Golders Green
4796,c342271f1f4f9a6c0f22ba30a090ed91d9b7c5a375ee67c4d2f0d467f61698bb,2013-01,E01000222,Burglary,Golders Green
4797,b0120565b8a766da60de630c34062e57ff3655f5601e9e7a6c8d536abb7f394b,2013-01,E01000222,Burglary,Golders Green
4807,504d571eae0479ad41c69395f32eb57343c9c762f11e9f6c69ec5a955dcac193,2013-01,E01000224,Burglary,Golders Green
4808,0870f317228fcd7e861cad71a568de9d3e9f3a6c88372fef5619bd82e5a80855,2013-01,E01000224,Burglary,Golders Green
4814,a49f84a19bb1ac3aed6ca1ac3b4bbdcff139491804c37c5d2f899e181bda7ef7,2013-01,E01000137,Burglary,Childs Hill
4815,bdebfe8aa3bbd3f5d70e59a4500834221da4432f7c422bb22ef3279b47c10870,2013-01,E01000137,Burglary,Childs Hill
4816,5bf519dc9ab8392a5b5ef2b55a2517b240128d0b0743015047713531703b27c2,2013-01,E01000137,Burglary,Childs Hill
4817,6256a075f1744d666b9e3259fc7bb5738a93ce0959e0faf705bc6828f38d0d10,2013-01,E01000137,Burglary,Childs Hill
4818,bc27a3d1a0951793518d3fa00a53cba3af79374f1ff96714be8ab715546d15a8,2013-01,E01000137,Burglary,Childs Hill
4830,a21146f37ba0ddd8f05dfd87840be7e68bd1b2f5b7c7c65b33e4eb8500bf6066,2013-01,E01000139,Burglary,Childs Hill
4831,3208f12d643f4e54c72ff5d038939fe74aeebdb27268df87a62b5ecfdf4ec63d,2013-01,E01000139,Burglary,Childs Hill
4832,f223967f37a176b2bb8abc1f7f6a3172444775005a92b90187342fb6f11d270b,2013-01,E01000139,Burglary,Childs Hill
4833,090363846e369e931629289fa159dc5b00d0d7e17ac90b469e8bf0c0e05621ca,2013-01,E01000139,Burglary,Childs Hill
4834,22ae7c36e4258bc1dbb092f1f6509e835ce54b17ac7ffe777b9dd55b88a13033,2013-01,E01000139,Burglary,Childs Hill
4845,c5f5d5dc4738b12dc0feec49f28b9e25e84dbd7a05ad54ba5e3aa0ebe84a8b7e,2013-01,E01000140,Burglary,Childs Hill
4846,91c59836f443fd79f5aed1b6b479b78a41ad461da125337bc6b9ec0809a9a054,2013-01,E01000140,Burglary,Childs Hill
4858,bb8853bc365a564e178c2c38047924af348ede7187301538a31fd0844798cbe9,2013-01,E01000143,Burglary,Childs Hill
4859,c5356dd19ac87b27db1a92ff5715f3e6d4e70105bcd7377b15aa7db5e540e9b3,2013-01,E01000143,Burglary,Childs Hill
1943,6a7f67854139a46090030b885d2d8e2aad3de1ceebfefaa80b341307b410048e,2013-02,E01000249,Burglary,High Barnet
1944,573e2047b27c8fc52aca32255303219f8b7f2bbbd9e8d933f6b38b1f1e07ee5c,2013-02,E01000249,Burglary,High Barnet
1945,2528616be0966829e1262910fa8d1dcded1c7f0c18d2f152d07ae72464af37b1,2013-02,E01000249,Burglary,High Barnet
1946,ae443805288fa782a46b8bccc8c5ceec0e795dbca02aab65952de5698314b4c6,2013-02,E01000249,Burglary,High Barnet
1947,7f9dac047a820b432c431b3e8f3813f12d238d634ea492a1501563b9206ca6dd,2013-02,E01000249,Burglary,High Barnet
1958,58ee61399c5454be459ff8d4a3096a031395aaac254797467c0262b200beef1f,2013-02,E01000250,Burglary,High Barnet
1976,d67aa43beccc9c36312765bcfeff4115104f1dab3a4831111e6c36c5a97db56a,2013-02,E01000254,Burglary,High Barnet
1977,4549d102cc7b7971036eac9c99cdb92ac8092058f20c0c287dc07020ddf0e42e,2013-02,E01000254,Burglary,High Barnet
1978,a4f6b01587e6f731292b05d9703cb2d65af5222970cb97b472195635a51353f9,2013-02,E01000254,Burglary,High Barnet
1985,301fa49cf4090f49eb69a5163e7c079f454d61d6052351f6f60cada649ef36f0,2013-02,E01000292,Burglary,Underhill
1986,efd9c1b30b4bbe2e0e70ad018bdb571a14dcf8edf7ae92b0a6005dd175a30db8,2013-02,E01000292,Burglary,Underhill
